Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Brooklyn South,BKS12,10,2005,April,70.98871552,49.65809241,45.50790816,650.1611855
Brooklyn South,BKS12,12,2005,June,67.31574235,50.3824661,47.01200544,545.0937153
Brooklyn South,BKS12,9,2006,March,70.52102384,53.0597272,45.46088161,637.4114752
Brooklyn South,BKS12,8,2006,February,71.35982209,51.92346858,40.96002664,670.1488136
Brooklyn South,BKS12,3,2006,September,72.73561446,60.59586764,44.7521493,746.7249196
Brooklyn South,BKS12,1,2006,July,71.98454743,53.75251107,42.8265322,659.4742622
Brooklyn South,BKS12,10,2006,April,71.79190616,48.51084477,46.62516498,676.8158469
Brooklyn South,BKS12,11,2006,May,68.0118779,50.34991666,42.66466958,566.5151239
Brooklyn South,BKS12,2,2006,August,69.68052288,52.55783658,44.17441616,589.9361092
Brooklyn South,BKS12,7,2006,January,73.22644659,58.86825917,45.49538996,718.8991782
Brooklyn South,BKS12,12,2006,June,72.1367404,53.09975023,46.35837122,681.7140744
Brooklyn South,BKS12,4,2006,October,71.70120569,59.69786169,44.62519885,710.5870811
Brooklyn South,BKS12,5,2006,November,68.46117225,60.84756011,41.60045063,595.355634
Brooklyn South,BKS12,6,2006,December,74.06468733,56.75108568,40.32531281,760.695621
Brooklyn South,BKS12,1,2007,July,72.58648404,55.29670456,42.90330039,677.2739609
Brooklyn South,BKS12,3,2007,September,72.20918065,61.93511411,41.9099604,728.7289101
Brooklyn South,BKS12,9,2007,March,71.66522794,51.76605127,40.02855147,681.4712294
Brooklyn South,BKS12,12,2007,June,72.54896736,52.98034531,43.16247633,699.5268447
Brooklyn South,BKS12,2,2007,August,70.17845171,56.43101822,44.42515075,598.8459873
Brooklyn South,BKS12,7,2007,January,69.58105613,58.74028173,44.09720316,602.3767638
Brooklyn South,BKS12,8,2007,February,71.17823416,55.95415439,42.38957823,656.9095777
Brooklyn South,BKS12,10,2007,April,74.69503577,54.59423798,45.65660912,775.4797279
Brooklyn South,BKS12,11,2007,May,68.03453174,49.52131685,41.01455219,569.5799369
Brooklyn South,BKS12,4,2007,October,72.51030028,58.38686693,42.35631975,744.3607445
Brooklyn South,BKS12,6,2007,December,74.01506659,55.21150663,41.49712275,759.9556329
Brooklyn South,BKS12,5,2007,November,68.4766432,61.90809103,38.23058471,584.497638
Brooklyn South,BKS12,2,2008,August,68.69227376,55.78598837,39.10647435,564.4316563
Brooklyn South,BKS12,11,2008,May,73.25643872,50.56969932,38.87921688,733.7229285
Brooklyn South,BKS12,9,2008,March,75.74015776,56.36529663,44.96362589,826.4070445
Brooklyn South,BKS12,8,2008,February,71.45396952,58.30851353,44.78580326,659.8880823
Brooklyn South,BKS12,12,2008,June,72.69602084,50.47699316,42.29470036,709.6144297
Brooklyn South,BKS12,1,2008,July,72.94655608,56.13848878,43.85462112,687.2881431
Brooklyn South,BKS12,10,2008,April,67.29613699,50.78298641,41.46061982,548.7638168
Brooklyn South,BKS12,3,2008,September,72.57771656,59.57509131,38.50742331,749.7901791
Brooklyn South,BKS12,7,2008,January,69.40556753,58.76062516,44.11174713,597.4133444
Brooklyn South,BKS12,4,2008,October,68.17771643,59.59757425,40.5104428,604.9736204
Brooklyn South,BKS12,6,2008,December,73.85200881,56.98205529,39.33496471,753.1026452
Brooklyn South,BKS12,5,2008,November,73.59034833,61.77259092,36.8013857,779.264139
Brooklyn South,BKS12,1,2009,July,68.650082,54.72140672,37.78271858,565.9159095
Brooklyn South,BKS12,8,2009,February,72.36357293,55.13657745,39.13013575,701.253703
Brooklyn South,BKS12,3,2009,September,73.03590529,64.19961416,36.11143854,763.4491874
Brooklyn South,BKS12,9,2009,March,75.57074329,52.81522887,39.4200039,832.348783
Brooklyn South,BKS12,12,2009,June,72.44015541,51.83685384,38.3640408,702.6316286
Brooklyn South,BKS12,7,2009,January,75.11628244,58.22524012,42.38472878,798.3108627
Brooklyn South,BKS12,10,2009,April,68.24449021,51.17200252,40.46114134,573.4937022
Brooklyn South,BKS12,11,2009,May,73.09749793,48.47345141,37.20660016,733.0333168
Brooklyn South,BKS12,2,2009,August,75.16133028,55.69219284,35.79526257,783.1575225
Brooklyn South,BKS12,4,2009,October,68.46468875,56.53013763,39.47901667,617.7019303
Brooklyn South,BKS12,6,2009,December,70.14569167,60.20256443,41.15862655,620.2821596
Brooklyn South,BKS12,5,2009,November,73.99259199,58.76164373,33.98114006,813.1013498
Brooklyn South,BKS12,10,2010,April,75.87521858,49.9993297,44.18556371,836.724947
Brooklyn South,BKS12,11,2010,May,73.35153927,48.10278452,41.03120188,738.9183126
Brooklyn South,BKS12,1,2010,July,68.56815594,51.65537502,35.21517624,569.9597521
Brooklyn South,BKS12,2,2010,August,74.81499725,51.92971529,38.76946809,770.8773904
Brooklyn South,BKS12,12,2010,June,68.96159332,46.5887939,39.18191251,600.1072987
Brooklyn South,BKS12,9,2010,March,65.29382246,50.04126823,39.32227525,509.3619536
Brooklyn South,BKS12,8,2010,February,73.97644809,54.19388355,43.24753483,758.1010732
Brooklyn South,BKS12,3,2010,September,68.35605762,58.59960209,37.25788314,614.3407513
Brooklyn South,BKS12,7,2010,January,74.87323685,55.98055597,44.68629921,788.8236808
Brooklyn South,BKS12,4,2010,October,73.18074986,56.86147011,40.05928464,775.1413931
Brooklyn South,BKS12,5,2010,November,73.8554683,53.90739996,34.67048473,813.9432472
Brooklyn South,BKS12,6,2010,December,70.15437378,55.97694535,43.28195432,624.3580559
Brooklyn South,BKS12,2,2011,August,74.68430302,53.24021117,34.69332538,768.9404855
Brooklyn South,BKS12,7,2011,January,72.47833009,49.41651844,38.02987665,715.3739121
Brooklyn South,BKS12,10,2011,April,71.17407076,49.45536917,37.9599432,663.9248505
Brooklyn South,BKS12,1,2011,July,74.05051889,50.07358912,36.48531538,746.3760497
Brooklyn South,BKS12,11,2011,May,73.00692459,52.12799416,38.05384641,722.871306
Brooklyn South,BKS12,12,2011,June,68.49476746,47.43645935,37.60267439,587.5155042
Brooklyn South,BKS12,3,2011,September,68.3381161,57.78107821,38.41008426,613.6676797
Brooklyn South,BKS12,8,2011,February,69.58621907,52.52420494,39.70603795,615.7478095
Brooklyn South,BKS12,9,2011,March,70.80986402,55.44671536,39.11612156,649.2426382
Brooklyn South,BKS12,4,2011,October,72.85651936,56.49168289,38.65468427,764.7421601
Brooklyn South,BKS12,6,2011,December,75.21003913,54.33654238,41.51623235,810.9926355
Brooklyn South,BKS12,5,2011,November,73.82046911,53.9434677,34.11811706,813.1212408
Brooklyn South,BKS12,1,2012,July,74.23497403,49.91600178,34.29429305,756.7184126
Brooklyn South,BKS12,2,2012,August,69.41092516,51.97585634,32.32779657,595.4543235
Brooklyn South,BKS12,9,2012,March,74.39781735,50.44647854,36.9138095,788.9360341
Brooklyn South,BKS12,11,2012,May,68.28705643,49.39021937,34.15101806,582.4229216
Brooklyn South,BKS12,12,2012,June,73.03445907,51.41116152,36.49011749,726.7564545
Brooklyn South,BKS12,8,2012,February,67.52271505,52.06783653,37.41873659,562.0342879
Brooklyn South,BKS12,10,2012,April,73.11474076,50.57221382,36.85590207,730.6772946
Brooklyn South,BKS12,3,2012,September,72.62008745,63.74477137,31.93658762,753.2584918
Brooklyn South,BKS12,7,2012,January,74.58446265,55.43134941,41.46129398,782.079841
Brooklyn South,BKS12,4,2012,October,72.80545062,54.54001109,36.18351635,768.6272519
Brooklyn South,BKS12,5,2012,November,69.23341171,57.92963536,32.89739068,645.2462262
Brooklyn South,BKS12,6,2012,December,74.67695933,53.9761765,36.17301995,795.3757773
Brooklyn South,BKS12,1,2013,July,73.81730818,51.86250167,34.28816278,737.4809563
Brooklyn South,BKS12,8,2013,February,70.53456936,54.86713445,35.6956079,644.849753
Brooklyn South,BKS12,2,2013,August,69.97824778,52.90153726,32.98665935,609.7915066
Brooklyn South,BKS12,12,2013,June,72.58900485,50.57844431,36.06599583,712.3505973
Brooklyn South,BKS12,11,2013,May,68.24542543,46.42230652,35.71538076,583.7228344
Brooklyn South,BKS12,10,2013,April,76.01023861,51.89018426,39.24797192,845.7372899
Brooklyn South,BKS12,9,2013,March,71.65290761,51.55699883,35.68271966,685.8702246
Brooklyn South,BKS12,7,2013,January,69.81213042,57.59541341,37.90305069,616.2575117
Brooklyn South,BKS12,3,2013,September,72.92214078,60.79455649,35.23414771,765.1379191
Brooklyn South,BKS12,4,2013,October,67.12644084,44.74323685,28.99634291,603.8331981
Brooklyn South,BKS12,5,2013,November,74.52430462,67.59939288,39.47344778,814.6252219
Brooklyn South,BKS12,6,2013,December,73.84154388,55.82105484,35.61360278,758.9330187
Brooklyn South,BKS12,9,2014,March,74.77320657,49.99392218,39.78717656,802.018501
Brooklyn South,BKS12,2,2014,August,72.82671509,54.0767269,29.8812431,703.220464
Brooklyn South,BKS12,7,2014,January,69.57383188,55.05944248,40.53091035,610.0306354
Brooklyn South,BKS12,11,2014,May,72.11690813,49.0106466,37.42732648,696.7097844
Brooklyn South,BKS12,10,2014,April,66.28557894,50.15244899,40.22634506,526.0438989
Brooklyn South,BKS12,12,2014,June,71.92851086,50.38536565,39.59659874,685.8758005
Brooklyn South,BKS12,3,2014,September,72.6464525,56.05145356,34.02211871,762.9035264
Brooklyn South,BKS12,8,2014,February,71.38371099,56.37927281,39.83339193,665.5227484
Brooklyn South,BKS12,1,2014,July,67.89549377,50.6882261,31.89601001,556.8578225
Brooklyn South,BKS12,4,2014,October,68.4462507,55.38647076,34.74404764,623.1911571
Brooklyn South,BKS12,6,2014,December,73.51866177,55.95606006,40.3413716,740.8028892
Brooklyn South,BKS12,5,2014,November,73.35847504,53.247275,33.67679506,795.618737
Brooklyn South,BKS12,11,2015,May,72.07348566,45.33338755,37.45595483,693.0967347
Brooklyn South,BKS12,2,2015,August,74.19314324,50.60193771,33.92263671,754.4809962
Brooklyn South,BKS12,3,2015,September,72.60861827,59.54318516,34.74077315,755.5333395
Brooklyn South,BKS12,1,2015,July,67.29186031,50.26451166,34.56136766,539.6943132
Brooklyn South,BKS12,12,2015,June,71.04474233,51.22611505,37.73023184,649.5461483
Brooklyn South,BKS12,7,2015,January,74.15666827,46.55884099,34.48806745,778.5769421
Brooklyn South,BKS12,8,2015,February,71.29431342,61.94087307,45.25704701,642.5982242
Brooklyn South,BKS12,10,2015,April,67.49996513,49.28954122,39.36448176,552.8357019
Brooklyn South,BKS12,9,2015,March,72.7957581,54.01743952,40.05233467,709.9562139
Brooklyn South,BKS12,4,2015,October,67.17995176,55.31408398,37.5403974,579.5352457
Brooklyn South,BKS12,6,2015,December,68.52243362,56.3113104,39.68671699,575.3518067
Brooklyn South,BKS12,5,2015,November,72.87233381,55.64194075,32.96481847,765.7511463
Brooklyn South,BKS12,3,2016,September,67.03055645,59.57267857,37.86664669,576.565806
Brooklyn South,BKS12,12,2016,June,66.4151791,47.3472413,41.32448416,531.5152534
Brooklyn South,BKS12,9,2016,March,69.70175476,50.6477283,42.2960897,619.2293099
Brooklyn South,BKS12,11,2016,May,71.62684569,51.86777541,43.22405608,669.7935759
Brooklyn South,BKS12,2,2016,August,73.68886746,51.10789239,36.55614231,730.8559834
Brooklyn South,BKS12,1,2016,July,67.0112302,49.71961794,34.9764667,533.0890159
Brooklyn South,BKS12,7,2016,January,72.86816312,42.42923596,35.92366727,741.9016576
Brooklyn South,BKS12,8,2016,February,70.64058539,61.3513091,45.7975434,628.9835826
Brooklyn South,BKS12,10,2016,April,70.05814682,47.4671832,41.49106494,628.5602118
Brooklyn South,BKS12,4,2016,October,71.74727802,53.69403219,38.14809277,727.9952778
Brooklyn South,BKS12,5,2016,November,72.36962645,53.38297499,33.81708454,756.4430198
Brooklyn South,BKS12,6,2016,December,68.28972348,56.29963275,40.38836522,574.1676823
Brooklyn South,BKS12,7,2017,January,72.09159867,52.23583261,43.87451804,689.1194155
Brooklyn South,BKS12,11,2017,May,66.45434332,46.50972406,42.7099302,532.3182121
Brooklyn South,BKS12,8,2017,February,70.12193155,48.20493342,41.80565292,635.5787951
Brooklyn South,BKS12,10,2017,April,70.06001363,48.78505855,45.64001871,622.8387445
Brooklyn South,BKS12,3,2017,September,72.40593033,61.88691496,40.2928882,737.9194106
Brooklyn South,BKS12,1,2017,July,71.95158955,49.87465038,38.86871195,668.4390737
Brooklyn South,BKS12,2,2017,August,69.0877006,50.08843427,37.832789,583.1663846
Brooklyn South,BKS12,12,2017,June,70.98126687,44.09430152,43.30655053,660.1913376
Brooklyn South,BKS12,9,2017,March,68.78531737,48.51193897,42.11593964,596.0876089
Brooklyn South,BKS12,4,2017,October,71.59334162,50.2591667,42.31913132,720.5140573
Brooklyn South,BKS12,6,2017,December,72.96806447,53.64630788,43.88503618,720.0405589
Brooklyn South,BKS12,5,2017,November,67.81280264,56.77569488,41.59195318,595.0168457
Brooklyn South,BKS12,7,2018,January,68.78775098,50.88456943,47.29693812,581.0737922
Brooklyn South,BKS12,1,2018,July,72.26665386,48.83919114,39.98316446,667.4356826
Brooklyn South,BKS12,8,2018,February,69.17331436,50.4164172,45.88565815,595.6685211
Brooklyn South,BKS12,10,2018,April,74.96999388,46.15867972,48.2445264,791.5938105
Brooklyn South,BKS12,12,2018,June,72.33182735,47.17899462,44.01026386,689.2987775
Brooklyn South,BKS12,3,2018,September,72.07895564,57.17007573,42.67223688,717.2897844
Brooklyn South,BKS12,9,2018,March,69.71892001,48.51451517,47.00270656,614.0017238
Brooklyn South,BKS12,2,2018,August,69.54113844,49.08180027,39.83778135,582.9709543
Brooklyn South,BKS12,11,2018,May,67.00776634,44.76794949,43.7065443,540.2138801
Brooklyn South,BKS12,4,2018,October,72.15678438,51.69308482,44.18198148,727.4419897
Brooklyn South,BKS12,6,2018,December,73.50465078,50.78205412,47.71529724,727.40918
Brooklyn South,BKS12,5,2018,November,68.26284376,54.91606752,42.31628323,594.2571167
Brooklyn South,BKS12,1,2019,July,72.59912085,47.9406472,40.38205835,681.3726494
Brooklyn South,BKS12,2,2019,August,67.99743435,50.77890212,38.28924297,544.4175866
Brooklyn South,BKS12,3,2019,September,71.37653325,56.85139777,42.501868,694.9238798
Brooklyn South,BKS12,4,2019,October,67.47078777,51.51644067,43.40311375,583.7562819
Brooklyn South,BKS12,6,2019,December,73.15469435,50.35575507,44.79332991,718.3092021
Brooklyn South,BKS12,5,2019,November,72.61315251,56.04651906,40.26974434,729.7188221
Brooklyn South,BKS13,10,2005,April,67.50607382,50.44868453,44.07337603,598.7350142
Brooklyn South,BKS13,11,2005,May,68.23598414,49.47234897,39.74213181,624.360913
Brooklyn South,BKS13,9,2005,March,64.16687206,54.90061382,37.89339711,491.7887201
Brooklyn South,BKS13,12,2005,June,62.50740899,47.74822943,39.84602061,486.099149
Brooklyn South,BKS13,7,2005,January,68.87821283,45.40095953,32.99717462,624.2520726
Brooklyn South,BKS13,3,2006,September,67.43762728,47.21583007,38.94562436,590.2158655
Brooklyn South,BKS13,11,2006,May,63.13497182,46.93762888,38.27839243,501.2920025
Brooklyn South,BKS13,2,2006,August,63.98572827,42.67629265,42.15510441,492.9108039
Brooklyn South,BKS13,8,2006,February,65.65699019,49.26308079,32.95215716,535.2219533
Brooklyn South,BKS13,10,2006,April,68.62918989,47.54384515,39.5158752,638.4222686
Brooklyn South,BKS13,9,2006,March,64.32725088,47.66800333,35.2018271,504.5914984
Brooklyn South,BKS13,7,2006,January,68.75919941,49.99634937,39.86883715,607.3619838
Brooklyn South,BKS13,12,2006,June,67.66207458,49.11123144,38.20350335,609.9536914
Brooklyn South,BKS13,1,2006,July,67.65653642,44.13097776,40.80384123,579.8154266
Brooklyn South,BKS13,4,2006,October,67.16893099,48.69998472,38.95770864,581.3299994
Brooklyn South,BKS13,5,2006,November,62.41222976,49.48060822,36.39273872,472.9313293
Brooklyn South,BKS13,6,2006,December,68.93730791,53.11126328,33.11878902,616.444153
Brooklyn South,BKS13,11,2007,May,64.68172058,49.72198661,39.56903227,532.1603488
Brooklyn South,BKS13,10,2007,April,69.52687664,51.92013004,39.93616103,659.7828223
Brooklyn South,BKS13,8,2007,February,67.37803986,52.25652802,35.96311794,572.029667
Brooklyn South,BKS13,12,2007,June,68.8173199,50.76091279,37.28900465,642.1817515
Brooklyn South,BKS13,1,2007,July,67.61700218,43.72199198,38.16119053,581.6236425
Brooklyn South,BKS13,3,2007,September,67.19468978,48.47114903,36.59524305,584.3841683
Brooklyn South,BKS13,7,2007,January,65.5364964,53.4643933,37.35097926,522.5012451
Brooklyn South,BKS13,2,2007,August,64.52963215,43.02280615,40.5083737,505.6482726
Brooklyn South,BKS13,9,2007,March,70.05535928,49.62943515,34.21721203,653.1548753
Brooklyn South,BKS13,4,2007,October,68.46663072,48.37404633,37.36870262,618.8507254
Brooklyn South,BKS13,6,2007,December,68.91595577,51.57836059,34.70497241,616.1163514
Brooklyn South,BKS13,5,2007,November,62.42451697,49.86640434,34.14983831,467.00407
Brooklyn South,BKS13,12,2008,June,69.05826059,48.44931854,39.36081388,650.334889
Brooklyn South,BKS13,11,2008,May,69.77278865,48.20854887,39.06720213,673.2048165
Brooklyn South,BKS13,2,2008,August,64.88164528,44.70530157,38.11786996,513.6218699
Brooklyn South,BKS13,8,2008,February,66.61092547,53.08360055,35.56502236,551.9741963
Brooklyn South,BKS13,7,2008,January,65.2228382,53.77549142,39.61332432,513.5366928
Brooklyn South,BKS13,1,2008,July,69.18080909,46.98880724,39.27012778,620.0145212
Brooklyn South,BKS13,9,2008,March,70.53497518,51.91137116,36.660795,662.6942557
Brooklyn South,BKS13,10,2008,April,64.61567952,51.0846629,38.38032838,530.1711415
Brooklyn South,BKS13,3,2008,September,68.81418451,47.01791206,37.92547452,630.0756861
Brooklyn South,BKS13,4,2008,October,64.28855224,48.66310852,41.30082943,509.7213171
Brooklyn South,BKS13,6,2008,December,69.72519559,51.73095308,32.10518158,642.5144301
Brooklyn South,BKS13,5,2008,November,69.00474907,49.45221862,35.64776658,629.7705485
Brooklyn South,BKS13,1,2009,July,64.23050563,43.83801516,38.09483985,500.1183536
Brooklyn South,BKS13,11,2009,May,69.22130381,42.5772702,38.89046387,663.2241693
Brooklyn South,BKS13,8,2009,February,67.28256562,46.54423151,37.68399479,574.4200748
Brooklyn South,BKS13,9,2009,March,71.33572027,45.30783698,38.4886877,695.9310414
Brooklyn South,BKS13,7,2009,January,71.48914599,51.42540667,40.13777573,689.3649003
Brooklyn South,BKS13,12,2009,June,68.68045536,48.39697963,39.52250106,638.8848069
Brooklyn South,BKS13,2,2009,August,70.36174116,43.53873916,38.31207612,661.3773809
Brooklyn South,BKS13,3,2009,September,68.66313565,48.33087929,37.2785974,624.6580966
Brooklyn South,BKS13,10,2009,April,64.53459636,45.68889584,42.10766137,530.8636873
Brooklyn South,BKS13,4,2009,October,65.06260389,48.16384226,39.1153984,529.5866967
Brooklyn South,BKS13,6,2009,December,65.1071259,52.20137398,37.41612882,515.6120781
Brooklyn South,BKS13,5,2009,November,69.61039524,46.87244836,35.54494542,656.6308604
Brooklyn South,BKS13,9,2010,March,63.68143182,46.7263719,36.01309385,490.9108683
Brooklyn South,BKS13,12,2010,June,64.6137172,43.59231559,38.99182407,537.3440134
Brooklyn South,BKS13,8,2010,February,69.5230379,45.56962632,37.08988787,639.0144277
Brooklyn South,BKS13,2,2010,August,69.87499918,38.50125692,40.48160869,650.7042227
Brooklyn South,BKS13,7,2010,January,71.66535976,48.86993555,47.34043357,690.5277221
Brooklyn South,BKS13,11,2010,May,69.2905269,44.37807294,38.85363626,663.1314867
Brooklyn South,BKS13,1,2010,July,63.65629166,40.54596741,38.80304256,490.577158
