Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Bronx,BX05,3,2019,September,61.4354437,26.21793632,50.10972341,465.1063499
Bronx,BX05,1,2019,July,62.31519646,25.44410721,50.01176665,469.1422909
Bronx,BX05,2,2019,August,57.96773071,24.03537035,49.80226617,392.7739141
Bronx,BX05,4,2019,October,56.38377968,25.6750157,48.61963489,378.6583001
Bronx,BX05,5,2019,November,61.99685854,26.62766256,48.94203461,476.1093451
Bronx,BX05,6,2019,December,62.76382052,29.61156358,44.30748081,481.4874735
Bronx,BX06,11,2005,May,64.4723829,26.45301367,31.78013756,557.2706618
Bronx,BX06,12,2005,June,57.74396226,25.91423358,30.74780174,420.6702941
Bronx,BX06,7,2005,January,62.47160555,21.72453703,23.51484076,498.3115352
Bronx,BX06,10,2005,April,62.44481901,26.05237491,32.57693822,510.4016571
Bronx,BX06,9,2005,March,58.78878521,25.64241557,29.78078449,419.9325809
Bronx,BX06,9,2006,March,59.45101192,26.03448801,31.00493953,430.4744415
Bronx,BX06,10,2006,April,63.43724467,26.72672707,33.12498423,531.5131272
Bronx,BX06,8,2006,February,60.25755489,23.45534358,27.45770435,449.7402282
Bronx,BX06,3,2006,September,62.81941672,24.18829588,30.09663163,509.9664181
Bronx,BX06,2,2006,August,56.99623643,22.59303581,31.32173496,389.0645114
Bronx,BX06,11,2006,May,58.9325117,27.07214881,31.12710646,440.5806929
Bronx,BX06,1,2006,July,61.241446,22.01552968,31.33316109,464.3443697
Bronx,BX06,12,2006,June,62.6697511,27.67171284,28.09444048,517.0817991
Bronx,BX06,7,2006,January,62.66326349,24.90095728,29.50183089,493.647214
Bronx,BX06,4,2006,October,62.69535454,25.89719501,27.67961724,507.4186033
Bronx,BX06,5,2006,November,57.40445093,25.26354092,28.0097387,407.1759068
Bronx,BX06,6,2006,December,63.40241372,26.58199955,27.11752924,511.1620378
Bronx,BX06,9,2007,March,64.107193,24.06876576,27.55583408,529.1090562
Bronx,BX06,3,2007,September,62.06602226,28.30951148,28.5960597,491.1119026
Bronx,BX06,8,2007,February,61.47355595,24.08841583,26.33850916,473.5456534
Bronx,BX06,12,2007,June,62.86746127,25.32322273,27.47603692,524.1718477
Bronx,BX06,10,2007,April,62.74208978,24.17449689,29.01656589,521.3228941
Bronx,BX06,7,2007,January,57.98384812,24.71599336,27.91029904,406.1649257
Bronx,BX06,1,2007,July,61.03976552,22.10111481,29.63384241,461.4847646
Bronx,BX06,2,2007,August,57.50884894,21.90574551,29.23672279,399.0411621
Bronx,BX06,11,2007,May,58.73825966,24.93614106,29.59065264,439.7291086
Bronx,BX06,4,2007,October,63.6877759,30.18413465,28.5540579,524.6293348
Bronx,BX06,5,2007,November,57.11917224,24.66469747,26.69137774,403.672642
Bronx,BX06,6,2007,December,62.70312012,28.15667329,26.05053488,495.3972879
Bronx,BX06,8,2008,February,58.50542422,24.86856779,27.18139803,417.3041207
Bronx,BX06,9,2008,March,63.47672907,25.64769617,29.3091261,511.981345
Bronx,BX06,1,2008,July,61.50070869,23.94951472,30.1563346,468.4924148
Bronx,BX06,2,2008,August,57.54720525,23.28918436,28.63101712,398.9493011
Bronx,BX06,7,2008,January,55.71222664,25.08036653,27.22146336,370.4636518
Bronx,BX06,10,2008,April,57.54439225,26.97530738,33.63156989,414.7287079
Bronx,BX06,3,2008,September,63.08373221,24.03204949,27.61702325,517.777192
Bronx,BX06,11,2008,May,64.62613322,27.06799941,34.05556005,558.5791706
Bronx,BX06,12,2008,June,63.57202772,29.05801226,31.03693162,533.9129385
Bronx,BX06,4,2008,October,58.82781642,24.54977883,27.89094675,432.3466297
Bronx,BX06,6,2008,December,63.08462176,25.61502156,24.9609309,506.7889404
Bronx,BX06,5,2008,November,63.53305408,26.07005802,27.36352878,526.0806672
Bronx,BX06,7,2009,January,63.75902076,27.33864153,34.19676494,509.9774825
Bronx,BX06,1,2009,July,56.87283379,24.54603216,30.71036583,385.9863228
Bronx,BX06,2,2009,August,63.89013328,26.37677844,29.37424242,517.040277
Bronx,BX06,3,2009,September,63.38454499,28.29953643,29.52387796,518.9149651
Bronx,BX06,10,2009,April,58.83185713,28.75262399,36.2755768,434.1869339
Bronx,BX06,8,2009,February,60.85060247,26.62630933,29.62602012,456.8190423
Bronx,BX06,9,2009,March,64.94885554,25.75871024,30.35518731,544.8711476
Bronx,BX06,11,2009,May,64.47440888,28.10807206,32.06312479,555.4037362
Bronx,BX06,12,2009,June,62.83446777,30.38046676,31.09330668,515.9447747
Bronx,BX06,4,2009,October,58.84707402,26.17530493,30.15460359,429.9681649
Bronx,BX06,6,2009,December,57.0317362,24.89144596,26.39184436,393.2957896
Bronx,BX06,5,2009,November,63.83674445,22.90065512,27.94507603,535.7415718
Bronx,BX06,9,2010,March,57.84287064,29.81692754,30.96106112,400.0262151
Bronx,BX06,3,2010,September,58.12533855,27.89835088,32.64240989,414.5202417
Bronx,BX06,2,2010,August,63.3697864,25.51316373,33.02393345,503.6893763
Bronx,BX06,1,2010,July,56.66528028,29.03770561,32.66045112,378.2878401
Bronx,BX06,12,2010,June,59.46634759,32.29340746,32.71742277,445.0931054
Bronx,BX06,8,2010,February,62.33950564,30.88544078,30.8901267,481.6797435
Bronx,BX06,11,2010,May,64.98709898,32.35243265,35.21293002,561.026933
Bronx,BX06,7,2010,January,62.67690562,27.84123293,30.19946891,490.7004842
Bronx,BX06,10,2010,April,63.86158677,31.28343999,34.3269234,535.8880597
Bronx,BX06,4,2010,October,64.26838957,29.33990329,32.68964269,535.6271038
Bronx,BX06,6,2010,December,57.76742374,29.94678593,31.44625434,398.3943824
Bronx,BX06,5,2010,November,64.02021908,25.17195304,26.07210694,539.1955677
Bronx,BX06,10,2011,April,64.06753792,30.16526977,32.75111852,543.0477354
Bronx,BX06,1,2011,July,63.08340576,28.4862038,32.8113249,494.7779455
Bronx,BX06,11,2011,May,64.31924507,31.90713977,30.48530585,549.0422956
Bronx,BX06,7,2011,January,60.97766084,28.25676234,29.17095673,458.1822481
Bronx,BX06,3,2011,September,58.87458794,33.06511918,34.0357257,422.4719898
Bronx,BX06,8,2011,February,60.0421033,31.26104573,33.11893105,435.43693
Bronx,BX06,2,2011,August,64.3493311,29.00867049,31.80469487,522.8693961
Bronx,BX06,12,2011,June,59.34592538,31.91428481,32.09768217,443.582855
Bronx,BX06,9,2011,March,58.92206364,34.18352332,29.98512995,415.3804724
Bronx,BX06,4,2011,October,63.97372498,31.2283394,32.48812384,527.0754843
Bronx,BX06,6,2011,December,63.29702947,31.94489378,29.74863652,501.7186507
Bronx,BX06,5,2011,November,64.32007213,31.08955768,32.0700453,535.54282
Bronx,BX06,7,2012,January,64.06425192,30.17541884,30.95088931,517.98902
Bronx,BX06,9,2012,March,65.21594403,30.36980618,30.39237151,546.5268534
Bronx,BX06,10,2012,April,65.26293422,31.6707425,33.40010711,570.0908599
Bronx,BX06,3,2012,September,63.16499245,31.07496993,29.55436321,511.3286996
Bronx,BX06,1,2012,July,63.70795315,27.47181636,32.30189774,509.6757897
Bronx,BX06,2,2012,August,58.32012454,29.85769777,30.81973134,405.2428467
Bronx,BX06,11,2012,May,60.16748686,32.36811128,33.18781116,457.894106
Bronx,BX06,12,2012,June,65.48866719,35.91840516,32.76107278,571.7938476
Bronx,BX06,8,2012,February,54.795344,29.21865727,29.79904969,354.4356515
Bronx,BX06,4,2012,October,64.77222751,29.43109066,31.22859464,548.6239373
Bronx,BX06,6,2012,December,63.58698584,31.30959793,27.87430042,510.1135897
Bronx,BX06,5,2012,November,58.87745871,29.29458096,29.16473429,428.6076847
Bronx,BX06,3,2013,September,64.67519119,33.20214235,32.39665139,541.4712622
Bronx,BX06,8,2013,February,61.01055611,31.29243957,31.48548431,454.5738237
Bronx,BX06,1,2013,July,63.56627251,26.83043573,32.11484008,507.34377
Bronx,BX06,11,2013,May,60.21264428,33.01104549,35.34009055,456.7873048
Bronx,BX06,12,2013,June,64.78361465,37.9845455,34.5364509,550.7462518
Bronx,BX06,9,2013,March,65.5810324,33.45731171,32.17968208,550.6480025
Bronx,BX06,7,2013,January,59.44943184,33.36935595,34.66637548,421.1050703
Bronx,BX06,10,2013,April,64.30481151,33.0077615,33.78495434,544.9842615
Bronx,BX06,2,2013,August,59.76510319,29.94296964,32.18565974,429.2551244
Bronx,BX06,4,2013,October,59.49387743,25.9599258,25.48038363,444.8076098
Bronx,BX06,5,2013,November,64.33697619,30.27578645,48.83585577,523.5751108
Bronx,BX06,6,2013,December,63.48647983,28.86777208,30.63846371,508.0774238
Bronx,BX06,8,2014,February,61.79102159,31.61436951,31.48558755,469.5064823
Bronx,BX06,10,2014,April,57.42646448,32.93584302,34.02440292,407.9721841
Bronx,BX06,7,2014,January,59.48703574,36.16451083,35.52035241,418.9468734
Bronx,BX06,9,2014,March,64.12819087,32.55822695,31.50011336,518.0722825
Bronx,BX06,12,2014,June,63.90301125,35.50423426,35.81594335,531.4909541
Bronx,BX06,11,2014,May,63.9797087,31.60494276,35.78659258,537.1859155
Bronx,BX06,2,2014,August,64.44692343,30.83184333,32.5700912,522.6173919
Bronx,BX06,3,2014,September,63.5900417,32.85851218,32.86523265,516.5006957
Bronx,BX06,1,2014,July,57.48161111,30.69499368,33.17608884,389.5265699
Bronx,BX06,4,2014,October,59.30215558,31.57680375,32.38038475,432.2856213
Bronx,BX06,6,2014,December,63.98769409,28.44416038,27.91139021,521.8104024
Bronx,BX06,5,2014,November,63.95831897,30.4830064,30.87679613,528.716134
Bronx,BX06,8,2015,February,63.33553311,36.32531541,41.77306449,477.7138104
Bronx,BX06,3,2015,September,63.9312742,34.60112155,34.30445129,521.3307095
Bronx,BX06,9,2015,March,64.3931999,34.14209431,33.54595585,508.0351011
Bronx,BX06,1,2015,July,56.72121678,30.2084892,34.44317262,377.2722416
Bronx,BX06,12,2015,June,63.70045733,36.01967509,35.0903265,508.0654009
Bronx,BX06,7,2015,January,65.23133955,29.1172735,29.10323899,533.7471752
Bronx,BX06,10,2015,April,58.51208929,35.30568199,37.35897158,413.7904127
Bronx,BX06,11,2015,May,64.65352545,32.3445616,36.82892334,534.661421
Bronx,BX06,2,2015,August,63.85727946,29.97402205,34.14358393,509.0607664
Bronx,BX06,4,2015,October,59.32336054,32.09582232,34.12774696,422.3519155
Bronx,BX06,6,2015,December,58.20882751,34.77139003,32.97309287,393.0856402
Bronx,BX06,5,2015,November,64.52328166,33.98079864,32.97523844,525.0568787
Bronx,BX06,1,2016,July,57.23429402,34.12960546,36.72745641,380.9440083
Bronx,BX06,9,2016,March,59.00713149,34.74883345,39.31874474,390.8813353
Bronx,BX06,2,2016,August,64.33261711,32.92142187,38.80263502,513.0444432
Bronx,BX06,8,2016,February,60.53911603,40.48451214,48.3644925,415.8958133
Bronx,BX06,12,2016,June,59.00926131,37.71677583,44.13027597,408.9436349
Bronx,BX06,7,2016,January,64.00804739,29.8379848,31.57750043,500.7238839
Bronx,BX06,3,2016,September,59.18063426,34.92133756,37.3982465,410.783145
Bronx,BX06,10,2016,April,64.25834698,36.62876441,45.27880938,512.4725
Bronx,BX06,11,2016,May,65.05323813,37.07203789,41.13367908,531.5341478
Bronx,BX06,4,2016,October,64.66038364,32.86471265,35.91551074,510.4806784
Bronx,BX06,6,2016,December,57.88508756,37.06824061,37.57184991,378.697825
Bronx,BX06,5,2016,November,63.77829742,33.34601368,37.07856252,496.5824914
Bronx,BX06,9,2017,March,60.01801563,34.52130213,42.40330562,406.7977942
Bronx,BX06,7,2017,January,62.97551693,34.14308289,42.54965584,462.9378411
Bronx,BX06,3,2017,September,63.80130495,35.97059568,44.61478089,488.7974172
Bronx,BX06,11,2017,May,58.75939937,34.38882682,43.78568473,402.4361652
Bronx,BX06,8,2017,February,61.55479962,33.58687023,45.54792458,437.1774066
Bronx,BX06,1,2017,July,62.8313161,34.60659949,45.2581025,474.5252224
Bronx,BX06,2,2017,August,58.32674443,32.72693701,44.81565465,394.6577045
Bronx,BX06,10,2017,April,63.59561084,36.59512922,51.2293333,497.0600786
Bronx,BX06,12,2017,June,63.50644378,37.05617389,42.62623542,495.900249
Bronx,BX06,4,2017,October,64.22623136,32.63486241,43.15095144,502.472539
Bronx,BX06,5,2017,November,58.01300702,32.78920988,44.0328159,384.080117
Bronx,BX06,6,2017,December,63.57462605,36.68140295,42.30357515,477.9113405
Bronx,BX06,12,2018,June,63.95893293,36.76367083,44.78600786,512.5947554
Bronx,BX06,10,2018,April,63.72140774,36.45972849,46.88981217,503.6413573
Bronx,BX06,2,2018,August,58.9496156,36.31267624,45.33346037,401.6649262
Bronx,BX06,11,2018,May,59.09782226,35.98749819,46.33671089,410.1201979
Bronx,BX06,7,2018,January,59.04990929,34.81017051,44.10653295,390.5953534
Bronx,BX06,3,2018,September,63.97226683,36.11235065,44.20037384,496.0365453
Bronx,BX06,8,2018,February,61.08461115,38.62712692,44.06957501,429.320355
Bronx,BX06,1,2018,July,62.77973025,33.1791471,46.65243182,473.8447205
Bronx,BX06,9,2018,March,65.19444495,36.84437989,43.46611208,512.4853906
Bronx,BX06,4,2018,October,64.64140658,32.32234351,44.89931125,511.5116695
Bronx,BX06,6,2018,December,64.7016826,35.81393034,41.57962901,507.6986538
Bronx,BX06,5,2018,November,57.81926592,31.71384514,43.22654346,388.1508181
Bronx,BX06,2,2019,August,58.02512736,34.56284236,44.94333708,386.7254021
Bronx,BX06,1,2019,July,62.36443944,31.75160511,44.14814499,466.9694948
Bronx,BX06,3,2019,September,62.77989369,38.40724499,44.04417592,470.5101146
Bronx,BX06,4,2019,October,58.93297267,35.27750957,45.73937134,396.5105658
Bronx,BX06,5,2019,November,62.7985947,34.66362776,43.8411531,475.0016659
Bronx,BX06,6,2019,December,63.42730854,33.82873621,41.27231012,479.4709905
Bronx,BX07,11,2005,May,66.19997495,33.68886971,52.29546451,575.9190575
Bronx,BX07,10,2005,April,65.40956714,33.42786992,53.2656579,555.5166436
Bronx,BX07,7,2005,January,67.13462774,29.80812627,42.75627514,584.715818
Bronx,BX07,12,2005,June,61.72271953,34.09781152,51.85286068,474.0999384
Bronx,BX07,9,2005,March,61.88647148,34.73513799,50.07413212,455.0390831
Bronx,BX07,7,2006,January,67.60778284,34.3384945,50.84493935,582.9488177
Bronx,BX07,11,2006,May,61.15866683,32.3231126,46.49139703,468.2062883
Bronx,BX07,3,2006,September,66.0030537,30.0955628,53.92627474,559.3442625
Bronx,BX07,9,2006,March,62.31296331,31.72127923,49.26654466,466.7015231
Bronx,BX07,2,2006,August,62.6926727,29.78945761,53.79681939,470.1868644
Bronx,BX07,1,2006,July,66.72425454,28.92546525,52.65230471,563.026601
Bronx,BX07,8,2006,February,63.17801493,29.09283807,45.35869455,489.7944859
Bronx,BX07,12,2006,June,66.58002681,35.75634687,49.51212889,585.9139191
Bronx,BX07,10,2006,April,66.35947607,33.08749294,49.19899759,583.3796322
Bronx,BX07,4,2006,October,65.17995152,32.36199549,49.7616597,540.3189055
Bronx,BX07,5,2006,November,61.16194813,32.62121386,49.35144232,452.7301227
Bronx,BX07,6,2006,December,67.45232662,33.97716963,43.9894917,587.3154326
Bronx,BX07,12,2007,June,67.49645836,34.55305246,47.30513095,614.1347726
Bronx,BX07,1,2007,July,66.70246061,29.75611104,48.83889082,564.8006508
Bronx,BX07,8,2007,February,64.00066522,31.19385115,44.49824736,506.1447972
Bronx,BX07,10,2007,April,66.62807831,34.31679018,46.41453131,591.5008525
Bronx,BX07,11,2007,May,61.82830568,32.64856616,45.05089036,482.3584173
Bronx,BX07,7,2007,January,63.47560018,34.11040863,46.51872892,488.5502051
Bronx,BX07,3,2007,September,65.6597529,32.91697471,47.37125289,553.296018
Bronx,BX07,2,2007,August,62.99077081,29.45398718,49.30505428,479.8330203
Bronx,BX07,9,2007,March,67.43668726,31.93052746,42.42364684,590.6876225
Bronx,BX07,4,2007,October,66.38859401,32.0296364,45.64420513,574.0447488
Bronx,BX07,5,2007,November,61.22482456,33.62618819,44.61063451,456.2442081
Bronx,BX07,6,2007,December,67.43430147,35.275548,41.08766963,588.0590793
Bronx,BX07,7,2008,January,61.37097859,31.61724204,41.28309683,452.6093209
Bronx,BX07,11,2008,May,66.37497049,30.10166111,39.87461885,595.143035
Bronx,BX07,2,2008,August,63.17576667,30.56521058,43.79753389,486.6239321
Bronx,BX07,10,2008,April,60.69416104,31.51251851,40.76709552,463.7244319
Bronx,BX07,12,2008,June,67.37058543,33.59483038,43.83811919,614.8654493
Bronx,BX07,1,2008,July,67.13208189,32.27623999,46.06519106,575.3590277
Bronx,BX07,3,2008,September,66.50130761,30.16498399,43.56561313,580.8410379
Bronx,BX07,8,2008,February,61.1590791,29.78795556,36.95998058,454.8463502
Bronx,BX07,9,2008,March,66.92583359,30.90352156,38.54927593,581.8296274
Bronx,BX07,4,2008,October,61.98432916,31.65190326,43.28574185,475.8931986
Bronx,BX07,5,2008,November,66.95393776,32.52624639,42.21932247,590.6681264
Bronx,BX07,6,2008,December,67.07571531,33.14008259,36.12142908,585.5073166
Bronx,BX07,10,2009,April,61.65958956,30.47630427,44.3097878,481.4136438
Bronx,BX07,8,2009,February,63.30970036,28.8579131,39.74507004,497.1591535
Bronx,BX07,12,2009,June,66.89553871,32.6275166,43.99497789,602.7314209
Bronx,BX07,9,2009,March,67.92203175,29.14214879,39.66302318,609.8180159
Bronx,BX07,11,2009,May,66.89403303,29.42216014,44.33013087,606.0428901
Bronx,BX07,7,2009,January,68.8198319,30.66694344,44.63272491,626.0793203
Bronx,BX07,1,2009,July,62.21622458,30.37149935,43.25531028,467.6275763
Bronx,BX07,3,2009,September,66.28667138,31.43631505,41.2262824,575.8766422
Bronx,BX07,2,2009,August,68.673119,30.18024607,41.70143328,624.2464497
Bronx,BX07,4,2009,October,61.29934031,29.39262026,42.33404601,464.9793746
Bronx,BX07,5,2009,November,66.91317509,28.67562438,41.17496647,595.5204336
Bronx,BX07,6,2009,December,61.59727529,31.96703208,39.75792217,459.3905655
Bronx,BX07,2,2010,August,68.42490931,28.72806606,46.91145113,614.0552166
Bronx,BX07,1,2010,July,62.35926389,30.59159626,46.31866873,468.0987687
Bronx,BX07,11,2010,May,67.44521684,31.51875847,43.60428818,619.5919824
Bronx,BX07,8,2010,February,64.39960649,28.81845123,38.49946789,522.2538387
Bronx,BX07,12,2010,June,63.4356192,31.98424081,43.15060631,518.741942
Bronx,BX07,3,2010,September,61.69453275,30.08044685,44.89825655,470.3793819
Bronx,BX07,10,2010,April,67.1174286,30.92562396,44.67529522,610.1616034
Bronx,BX07,9,2010,March,61.04000335,31.67612564,37.92931784,450.2629003
Bronx,BX07,7,2010,January,68.0804185,31.57919361,43.59292457,604.9961669
Bronx,BX07,4,2010,October,66.94692243,29.99843252,43.03967928,593.2711936
Bronx,BX07,6,2010,December,62.69101588,33.78011711,39.55036646,479.7356133
Bronx,BX07,5,2010,November,67.66271946,28.33508766,39.52999505,618.0522988
Bronx,BX07,10,2011,April,66.13777608,31.03474155,39.89548972,587.8180251
Bronx,BX07,7,2011,January,64.37338667,27.830081,33.18098531,526.9639865
Bronx,BX07,2,2011,August,68.79158664,29.10851786,41.91583469,628.84346
Bronx,BX07,3,2011,September,61.63655253,31.6197486,41.09216085,470.4992601
Bronx,BX07,12,2011,June,62.51749559,31.93587486,38.74990257,501.9624757
Bronx,BX07,1,2011,July,68.33508845,29.55493108,42.85331731,614.2469512
Bronx,BX07,8,2011,February,60.92886777,29.26957673,37.92148027,450.234124
Bronx,BX07,9,2011,March,61.27221289,32.35456151,36.48045036,455.1271197
Bronx,BX07,11,2011,May,65.81546594,29.27660647,38.73490865,582.3206474
Bronx,BX07,4,2011,October,66.32406984,29.38179401,38.98230745,581.0504999
Bronx,BX07,5,2011,November,66.99362095,28.57903444,36.14616821,602.2514183
Bronx,BX07,6,2011,December,68.02902314,32.97346776,37.98305051,609.947805
Bronx,BX07,11,2012,May,62.2421141,30.11824834,39.74394388,497.0786338
Bronx,BX07,8,2012,February,57.35487733,28.3673382,37.21118089,389.4016515
Bronx,BX07,3,2012,September,65.75823904,30.31365794,37.4904458,566.8139596
Bronx,BX07,9,2012,March,68.14821483,29.12717162,37.48804319,618.3053916
Bronx,BX07,10,2012,April,67.47884926,29.40045006,41.47580394,624.9465788
Bronx,BX07,2,2012,August,62.9309657,29.36696862,38.46013349,486.585358
Bronx,BX07,7,2012,January,68.36813005,30.50814923,41.63925272,617.1004448
Bronx,BX07,1,2012,July,68.10971394,28.41924368,40.69876119,611.2533408
Bronx,BX07,12,2012,June,68.63244466,34.64022731,42.54780551,651.5247142
Bronx,BX07,4,2012,October,66.4176683,28.9406544,38.20946189,584.6508085
Bronx,BX07,5,2012,November,61.74621894,29.64301375,38.3638207,476.407381
Bronx,BX07,6,2012,December,67.49630151,32.57399978,35.77791282,597.7699115
Bronx,BX07,12,2013,June,68.29058294,34.40280423,43.41485703,640.7628003
Bronx,BX07,10,2013,April,66.77592011,28.72402191,40.12442637,607.3040656
Bronx,BX07,7,2013,January,63.60587731,30.68209207,40.86499675,498.3784811
Bronx,BX07,1,2013,July,68.39584255,28.24855762,41.58292505,618.7686756
Bronx,BX07,3,2013,September,67.34043277,30.9672388,39.7845147,605.7492327
Bronx,BX07,8,2013,February,63.51678432,27.61585773,37.28665581,504.7319503
Bronx,BX07,11,2013,May,62.16866575,28.97196175,39.96311852,496.4318871
Bronx,BX07,9,2013,March,67.95581833,28.68728094,37.1268569,613.7156583
Bronx,BX07,2,2013,August,64.30402166,28.18785233,40.27765092,516.1355789
Bronx,BX07,4,2013,October,61.68504003,23.50676648,31.16098512,485.8032845
Bronx,BX07,6,2013,December,67.08897941,30.77733732,36.17880224,588.4553573
Bronx,BX07,5,2013,November,67.26225037,31.71614732,43.27566919,599.605282
Bronx,BX07,3,2014,September,67.4518245,31.89353995,43.3442687,604.5281227
Bronx,BX07,8,2014,February,64.31769552,29.92942994,42.76633572,515.8296403
Bronx,BX07,10,2014,April,61.61374172,32.51173606,47.04278918,476.7250631
Bronx,BX07,2,2014,August,69.4229515,29.11229384,42.83768839,646.8160496
Bronx,BX07,9,2014,March,67.44291914,30.6315504,42.7917765,591.9919693
Bronx,BX07,7,2014,January,65.12278156,33.78236137,49.02831463,523.0411751
Bronx,BX07,11,2014,May,66.79118707,30.17548935,46.09783944,600.8310115
Bronx,BX07,1,2014,July,62.91595108,28.6912606,42.7743687,483.7875064
Bronx,BX07,12,2014,June,68.19806394,34.65292409,51.2131724,630.4275637
Bronx,BX07,4,2014,October,62.82495097,28.80570698,43.76452286,495.6137853
Bronx,BX07,5,2014,November,68.16377134,29.34854255,41.79942588,629.0856453
Bronx,BX07,6,2014,December,68.11408779,33.13858187,43.48755228,606.8539484
Bronx,BX07,11,2015,May,67.64711881,30.30491271,52.53561816,618.5989444
Bronx,BX07,12,2015,June,67.99968552,36.72353335,52.94338894,620.6128328
Bronx,BX07,9,2015,March,68.10058211,32.97416607,47.50146883,602.8133587
Bronx,BX07,2,2015,August,69.26608357,29.52244953,50.22842838,634.3882107
Bronx,BX07,3,2015,September,67.33207381,31.89278904,48.99525651,596.1642978
Bronx,BX07,10,2015,April,62.37060687,32.45243466,53.62025362,487.5817936
Bronx,BX07,8,2015,February,66.72067912,33.72325913,55.71386084,557.8742665
Bronx,BX07,7,2015,January,70.66417272,34.10751104,50.72668478,671.9717913
Bronx,BX07,1,2015,July,62.5341031,30.30630521,48.17672616,470.5434882
Bronx,BX07,4,2015,October,62.45606218,31.17567548,49.0475176,481.806758
Bronx,BX07,6,2015,December,63.27872625,35.84928737,48.78757505,482.8584447
Bronx,BX07,5,2015,November,68.10735273,31.41685984,47.04953029,620.0728958
Bronx,BX07,9,2016,March,62.96547088,32.2722385,55.6821386,474.4734128
Bronx,BX07,11,2016,May,67.16150449,32.55716309,58.81595196,596.8719359
Bronx,BX07,1,2016,July,62.89410332,32.10925628,52.02540704,473.3005518
Bronx,BX07,3,2016,September,62.15875471,33.22900039,54.5139736,469.9280297
Bronx,BX07,10,2016,April,67.24011225,32.67759579,60.19865959,597.6257405
Bronx,BX07,12,2016,June,62.78273694,35.9725846,58.13802423,489.5653965
Bronx,BX07,8,2016,February,64.08789528,37.22120482,63.65369985,486.7659673
Bronx,BX07,2,2016,August,69.29920058,30.47754278,54.75613141,629.7613407
Bronx,BX07,7,2016,January,68.82730034,28.96687852,49.8038757,621.4228102
Bronx,BX07,4,2016,October,67.36907875,31.79305637,54.26072836,592.5436848
Bronx,BX07,6,2016,December,63.18241519,38.54006083,56.03427165,472.72616
Bronx,BX07,5,2016,November,67.96018533,30.11917147,52.94824147,611.9867911
Bronx,BX07,10,2017,April,66.17638724,33.55588426,62.55139926,566.6956724
Bronx,BX07,7,2017,January,68.12852584,36.51754798,60.45729572,582.7370204
Bronx,BX07,2,2017,August,63.73014458,30.4841542,60.71153838,485.731203
Bronx,BX07,3,2017,September,66.75893697,32.57030706,59.86548879,570.6104728
Bronx,BX07,12,2017,June,67.64080071,35.41405214,62.98595434,602.8647888
Bronx,BX07,8,2017,February,64.15819233,30.94221127,56.68387254,500.051802
Bronx,BX07,9,2017,March,63.19360492,33.27801586,59.99550579,474.8615149
Bronx,BX07,1,2017,July,67.81503005,31.29351448,59.32387211,582.7451458
Bronx,BX07,11,2017,May,61.37179846,32.32921745,60.26782529,462.8659144
Bronx,BX07,4,2017,October,66.86531939,31.22523848,59.35474137,575.334776
Bronx,BX07,6,2017,December,67.94612704,38.17505069,56.11133335,584.2714087
Bronx,BX07,5,2017,November,61.95685229,33.06791409,61.01280472,461.0931696
Bronx,BX07,11,2018,May,61.53363748,33.44093981,61.92464819,463.8798397
Bronx,BX07,7,2018,January,64.42081093,36.68710678,63.24025031,489.3888799
Bronx,BX07,2,2018,August,63.9851341,30.87537979,62.90730426,489.0572559
Bronx,BX07,1,2018,July,67.88581221,32.45411788,63.01412975,579.8921321
Bronx,BX07,3,2018,September,66.80656045,33.54883193,61.7023658,569.1139729
Bronx,BX07,8,2018,February,63.69319136,35.65173269,58.38411558,484.1834428
Bronx,BX07,10,2018,April,66.87417217,34.70160084,64.14618329,582.0253385
Bronx,BX07,12,2018,June,67.74142105,36.88405452,66.48855112,600.693812
Bronx,BX07,9,2018,March,68.50045445,35.44302283,59.18820542,599.6601484
Bronx,BX07,4,2018,October,67.11590185,31.7879392,61.43240838,579.3945738
Bronx,BX07,6,2018,December,68.47298262,36.97765059,57.27010153,598.9391001
Bronx,BX07,5,2018,November,61.7425241,32.4018147,61.74840473,455.4445404
Bronx,BX07,3,2019,September,66.21321989,34.59678323,64.62743459,550.4958073
Bronx,BX07,2,2019,August,63.15871497,31.80538669,64.06736305,470.1483953
Bronx,BX07,1,2019,July,67.45849871,32.89381471,64.31043989,567.0019642
Bronx,BX07,4,2019,October,61.88862625,33.33047308,64.58098887,457.347377
Bronx,BX07,5,2019,November,66.82104189,34.66245885,64.90599382,564.7594841
Bronx,BX07,6,2019,December,68.09273006,38.27645892,62.06453145,582.3858115
Bronx,BX08,7,2005,January,77.79910271,45.29992701,58.37155051,737.3702022
Bronx,BX08,11,2005,May,76.87809273,55.7564453,62.66077845,807.0544346
Bronx,BX08,12,2005,June,73.04300213,56.86745644,65.71726586,652.8871096
Bronx,BX08,9,2005,March,73.62099773,49.14551898,61.51346291,577.1340771
Bronx,BX08,10,2005,April,76.06622562,55.21924522,64.28177532,770.8000664
Bronx,BX08,8,2006,February,74.91903159,44.62792344,58.34115851,629.9427712
Bronx,BX08,1,2006,July,77.0236047,48.93952629,64.61705722,742.179745
Bronx,BX08,3,2006,September,76.90051191,53.60968257,66.03323819,765.5258858
